Australian Canadian Oil Royalt,AUCAF,OTC Markets,United States of America
AudioCodes Ltd.,AUDC,NasdaqGS,United States of America
N/A,AUFR,OTC Markets,United States of America
Augme Technologies, Inc.,AUGT,OTC BB,United States of America
ams AG,AUKUF,OTC Markets,United States of America
AngloGold Ashanti Ltd.,AULGF,OTC Markets,United States of America
Golden Minerals Company,AUMN,NYSE MKT,United States of America
Americas United Bank,AUNB,OTC Markets,United States of America
Aurcana Corporation,AUNFF,OTC Markets,United States of America
AURCANA CORP,AUNWF,OTC Markets,United States of America
Austin Exploration Limited,AUNXF,OTC Markets,United States of America
AUSTIN EXPL LTD ADR,AUNXY,OTC Markets,United States of America
AU Optronics Corp.,AUO,NYSE,United States of America
AuRico Gold Inc.,AUQ,NYSE,United States of America
Auri, Inc,AURI,OTC Markets,United States of America
Aurum, Inc.,AURM,OTC Markets,United States of America
Aurios Inc.,AURZ,OTC Markets,United States of America
AUSDRILL LTD,AUSDF,OTC Markets,United States of America
Aura Systems, Inc.,AUSI,OTC Markets,United States of America
Austin Engineering Ltd.,AUSTF,OTC Markets,United States of America
AutoChina International Ltd.,AUTCF,OTC BB,United States of America
Auxilium Pharmaceuticals Inc.,AUXL,NasdaqGS,United States of America
Auxilio Inc.,AUXO,OTC Markets,United States of America
Yamana Gold, Inc.,AUY,NYSE,United States of America
AeroVironment, Inc.,AVAV,NasdaqGS,United States of America
Avalonbay Communities Inc.,AVB,NYSE,United States of America
Avidbank Holdings, Inc.,AVBH,OTC Markets,United States of America
American Vantage Companies,AVCS,OTC Markets,United States of America
American Vanadium Corp.,AVCVF,OTC Markets,United States of America
American Vanguard Corp.,AVD,NYSE,United States of America
Advent Wireless Inc.,AVDWF,OTC Markets,United States of America
AVEO Pharmaceuticals, Inc.,AVEO,NasdaqGS,United States of America
Aveng Limited,AVEPY,OTC Markets,United States of America
Aveva Group plc,AVEVF,OTC Markets,United States of America
N/A,AVFP,OTC Markets,United States of America
AVG Technologies N.V.,AVG,NYSE,United States of America
Advanced Technologies Group, L,AVGG,OTC Markets,United States of America
Avago Technologies Limited,AVGO,NasdaqGS,United States of America
AV Homes, Inc,AVHI,NasdaqGS,United States of America
Advanced Info Service Public Company Limited,AVIFY,OTC Markets,United States of America
SARE HOLDING-B,AVIIW,OTC Markets,United States of America
AVICHINA INDS & TECH,AVIJF,OTC Markets,United States of America
Aviv REIT, Inc.,AVIV,NYSE,United States of America
Avalon Rare Metals Inc.,AVL,NYSE MKT,United States of America
Allegheny Valley Bancorp Inc.,AVLY,OTC Markets,United States of America
Avita Medical Limited,AVMXF,OTC Markets,United States of America
Avita Medical Limited,AVMXY,OTC Markets,United States of America
Avon Rubber p.l.c.,AVNBF,OTC Markets,United States of America
Avanir Pharmaceuticals, Inc.,AVNR,NasdaqGS,United States of America
Aviat Networks, Inc.,AVNW,NasdaqGS,United States of America
Advanced Voice Recognition Sys,AVOI,OTC Markets,United States of America
Avon Products Inc.,AVP,NYSE,United States of America
Aventine Renewable Energy Hold,AVRW,OTC Markets,United States of America
Advanced Visual Systems, Inc.,AVSC,OTC Markets,United States of America
AVATAR SYS INC,AVSM,OTC Markets,United States of America
Avistar Communications Corp.,AVSR,OTC Markets,United States of America
ALTERNATIVE INVESMEN,AVSTF,OTC Markets,United States of America
Avnet, Inc.,AVT,NYSE,United States of America
Avocet Mining plc,AVVGF,OTC Markets,United States of America
AVX Corp.,AVX,NYSE,United States of America
Anavex Life Sciences Corp.,AVXL,OTC Markets,United States of America
AVAX Technologies Inc.,AVXT,OTC Markets,United States of America
SIIC Environment Holdings Ltd.,AWAEF,OTC Markets,United States of America
HomeAway, Inc.,AWAY,NasdaqGS,United States of America
Alumina Ltd.,AWC,NYSE,United States of America
Alumina Ltd.,AWCMF,OTC Markets,United States of America
Areti Web Innovations, Inc.,AWEB,OTC Markets,United States of America
AllianceBernstein Global High,AWF,NYSE,United States of America
AWG International Water Corpor,AWGI,OTC BB,United States of America
Allied World Assurance Company,AWH,NYSE,United States of America
Armstrong World Industries, In,AWI,NYSE,United States of America
American States Water Company,AWR,NYSE,United States of America
Aware, Inc.,AWRE,NasdaqGM,United States of America
Allegheny and Western Railway Company,AWRY,OTC Markets,United States of America
American Wenshen Steel Group,,AWSH,OTC Markets,United States of America
America West Resources, Inc.,AWSRQ,OTC Markets,United States of America
Air Water Inc.,AWTRF,OTC Markets,United States of America
AWE Limited,AWWEF,OTC Markets,United States of America
Avalon Holdings Corp.,AWX,NYSE MKT,United States of America
Abraxas Petroleum Corp.,AXAS,NasdaqCM,United States of America
Accelerate Diagnostics, Inc.,AXDX,NasdaqCM,United States of America
Anixter International Inc.,AXE,NYSE,United States of America
Axel Springer AG,AXELF,OTC Markets,United States of America
AxoGen, Inc.,AXGN,OTC BB,United States of America
Axion International Holdings,,AXIH,OTC BB,United States of America
Axiom Gold and Silver Corporat,AXIO,OTC Markets,United States of America
Anderson Energy Ltd,AXLFF,OTC Markets,United States of America
Axiall Corporation,AXLL,NYSE,United States of America
Axiologix Education Corporatio,AXLX,OTC Markets,United States of America
Aoxing Pharmaceutical Company,,AXN,NYSE MKT,United States of America
Asher Xino Corporation,AXNO,OTC Markets,United States of America
American Express Company,AXP,NYSE,United States of America
Axion Power International Inc.,AXPW,OTC Markets,United States of America
AMREP Corporation,AXR,NYSE,United States of America
Amarc Resources Ltd.,AXREF,OTC Markets,United States of America
Amexdrug Corp.,AXRX,OTC Markets,United States of America
AXIS Capital Holdings Limited,AXS,NYSE,United States of America
Axis AB (publ),AXSAF,OTC Markets,United States of America
AXCESS International Inc.,AXSI,OTC Markets,United States of America
AXT Inc.,AXTI,NasdaqGS,United States of America
Axtel S. A.. B. De CV,AXTLF,OTC Markets,United States of America
Alexco Resource Corporation,AXU,NYSE MKT,United States of America
Alderon Iron Ore Corp.,AXX,NYSE MKT,United States of America
Acuity Brands, Inc.,AYI,NYSE,United States of America
Aircastle LTD,AYR,NYSE,United States of America
Azabache Energy Inc.,AZBCF,OTC Markets,United States of America
Augusta Resource Corp.,AZC,NYSE MKT,United States of America
Azure Dynamics Corp.,AZDDQ,OTC Markets,United States of America
AZIMUT HOLDING SPA,AZIHF,OTC Markets,United States of America
AZIMUT HOLDING SPA,AZIHY,OTC Markets,United States of America
Azimut Exploration Inc.,AZMTF,OTC Markets,United States of America
Azimuth Resources Limited,AZMUF,OTC Markets,United States of America
AstraZeneca PLC,AZN,NYSE,United States of America
AstraZeneca PLC,AZNCF,OTC Markets,United States of America
AstraZeneca PLC,AZNDF,OTC Markets,United States of America
Aspen Technology, Inc.,AZPN,NasdaqGS,United States of America
Azure Holding Group Corp.,AZRH,OTC BB,United States of America
Azure Resources Corporation.,AZUEF,OTC Markets,United States of America
Azumah Resources Ltd,AZUMF,OTC Markets,United States of America
AZZ incorporated,AZZ,NYSE,United States of America
Antares Energy Ltd.,AZZEF,OTC Markets,United States of America
BAB, Inc.,BABB,OTC Markets,United States of America
Natus Medical Inc.,BABY,NasdaqGS,United States of America
Badger Daylighting Ltd.,BADFF,OTC Markets,United States of America
Baeta Corp.,BAEA,OTC Markets,United States of America
BAE Systems plc,BAESF,OTC Markets,United States of America
BAE Systems plc,BAESY,OTC Markets,United States of America
Balfour Beatty plc,BAFBF,OTC Markets,United States of America
Balfour Beatty plc,BAFYY,OTC Markets,United States of America
Einstein Noah Restaurant Group,BAGL,NasdaqGM,United States of America
Diversified Restaurant Holding,BAGR,NasdaqCM,United States of America
Booz Allen Hamilton Holding Co,BAH,NYSE,United States of America
Baja Mining Corp.,BAJFF,OTC Markets,United States of America
Braskem S.A.,BAK,NYSE,United States of America
Balmoral Resources Ltd,BALMF,OTC Markets,United States of America
Books-A-Million Inc.,BAMM,NasdaqGS,United States of America
Bayerische Motoren Werke Aktiengesellschaft,BAMXF,OTC Markets,United States of America
Bayerische Motoren Werke Aktiengesellschaft,BAMXY,OTC Markets,United States of America
BancFirst Corporation,BANF,NasdaqGS,United States of America
BANGOR HYDRO 7.0 PFD,BANGN,OTC Markets,United States of America
Credicorp Ltd.,BAP,NYSE,United States of America
Banpu Public Company Limited,BAPUF,OTC Markets,United States of America
Banyan Rail Services Inc.,BARA,OTC Markets,United States of America
5Barz International Inc.,BARZ,OTC Markets,United States of America
Pedro Resources Ltd.,BASCF,OTC Markets,United States of America
Baxano Surgical, Inc.,BAXS,NasdaqGM,United States of America
Bay Banks of Virginia, Inc.,BAYK,OTC Markets,United States of America
BAYER AG ORD,BAYZF,OTC Markets,United States of America
BB BIOTECH AG,BBAGF,OTC Markets,United States of America
BBA Aviation plc,BBAVF,OTC Markets,United States of America
BBA Aviation plc,BBAVY,OTC Markets,United States of America
Beach Business Bank,BBBC,OTC BB,United States of America
Birmingham Bloomfield Bancshar,BBBI,OTC Markets,United States of America
Baker Boyer Bancorp,BBBK,OTC Markets,United States of America
Bed Bath & Beyond Inc.,BBBY,NasdaqGS,United States of America
BBCN Bancorp, Inc.,BBCN,NasdaqGS,United States of America
Banco Bradesco S.A.,BBD,NYSE,United States of America
Banco Bradesco S.A.,BBDO,NYSE,United States of America
Breitburn Energy Partners L.P.,BBEP,NasdaqGS,United States of America
BlackRock Municipal Income Inv,BBF,NYSE,United States of America
Bill Barrett Corp.,BBG,NYSE,United States of America
Beasley Broadcast Group Inc.,BBGI,NasdaqGM,United States of America
N/A,BBIM,OTC Markets,United States of America
BlackRock Municipal Bond Trust,BBK,NYSE,United States of America
BHP Billiton plc,BBL,NYSE,United States of America
Rockdale Resources Corporation,BBLS,OTC BB,United States of America
Blue Earth Inc.,BBLU,OTC Markets,United States of America
Border Bancshares, Inc.,BBME,OTC Markets,United States of America
Bridge Capital Holdings,BBNK,NasdaqGS,United States of America
Black Box Corp.,BBOX,NasdaqGS,United States of America
Bravo Brio Restaurant Group, I,BBRG,NasdaqGS,United States of America
Research In Motion Limited,BBRY,NasdaqGS,United States of America
Burberry Group plc,BBRYF,OTC Markets,United States of America
Bilia AB,BBSAF,OTC Markets,United States of America
Barrett Business Services Inc.,BBSI,NasdaqGS,United States of America
BB&T,BBT,NYSE,United States of America
Banco Bilbao Vizcaya Argentari,BBVA,NYSE,United States of America
Banco Bilbao Vizcaya Argentaria, S.A.,BBVXF,OTC Markets,United States of America
Build-A-Bear Workshop Inc.,BBW,NYSE,United States of America
BBX Capital Corporation,BBX,NYSE,United States of America
Bank of the Carolinas Corp.,BCAR,OTC Markets,United States of America
Beach Community Bancshares Inc.,BCBF,OTC Markets,United States of America
BCB Bancorp Inc.,BCBP,NasdaqGM,United States of America
Boise Cascade Company,BCC,NYSE,United States of America
Polar Wireless Corp.,BCDI,OTC Markets,United States of America
DELRAND RESOURCES LT,BCDMD,OTC Markets,United States of America
Delrand Resources Limited,BCDMF,OTC Markets,United States of America
BCE, Inc.,BCE,NYSE,United States of America
Bonanza Creek Energy, Inc.,BCEI,NYSE,United States of America
Buccaneer Energy Limited,BCGYF,OTC Markets,United States of America
Banco de Chile,BCH,NYSE,United States of America
Beach Energy Limited,BCHEY,OTC Markets,United States of America
Bucher Industries AG,BCHHF,OTC Markets,United States of America
Amalgamated Gold & Silver Inc.,BCHS,OTC Markets,United States of America
Brooklyn Cheesecake & Desert C,BCKE,OTC Markets,United States of America
Babcock International Group plc,BCKIF,OTC Markets,United States of America
Brainstorm Cell Therapeutics I,BCLI,OTC BB,United States of America
Bay Commercial Bank,BCML,OTC Markets,United States of America
Bank of Communications Co., Ltd.,BCMXY,OTC Markets,United States of America
BARCO NV BELG ACT,BCNAF,OTC Markets,United States of America
B Communications Ltd,BCOM,NasdaqGS,United States of America
Beacon Power Corporation,BCONQ,OTC Markets,United States of America
Blucora, Inc.,BCOR,NasdaqGS,United States of America
Brightcove, Inc.,BCOV,NasdaqGS,United States of America
Balchem Corp.,BCPC,NasdaqGS,United States of America
CR Bard Inc.,BCR,NYSE,United States of America
BioCryst Pharmaceuticals, Inc.,BCRX,NasdaqGS,United States of America
Barclays PLC,BCS,NYSE,United States of America
BCSB Bancorp, Inc.,BCSB,NasdaqGM,United States of America
Broadcast International Inc.,BCST,OTC Markets,United States of America
Big Cat Energy Corporation,BCTE,OTC Markets,United States of America
Bancroft Fund Ltd.,BCV,NYSE MKT,United States of America
Blue Calypso, Inc.,,BCYP,OTC BB,United States of America
Boulder Brands, Inc.,BDBD,NasdaqGS,United States of America
Bonds.com Group, Inc.,BDCG,OTC Markets,United States of America
Blue Dolphin Energy Company,BDCO,OTC Markets,United States of America
Black Diamond, Inc.,BDE,NasdaqGS,United States of America
Badger Explorer AS,BDERF,OTC Markets,United States of America
Bridge Bancorp, Inc.,BDGE,NasdaqGS,United States of America
Black Diamond Group Limited,BDIMF,OTC Markets,United States of America
Flanigan's Enterprises Inc.,BDL,NYSE MKT,United States of America
Birner Dental Management Servi,BDMS,NasdaqCM,United States of America
Brandywine Realty Tr Pfd Shs Be,BDN-PE,NYSE,United States of America
Blonder Tongue Laboratories In,BDR,NYSE MKT,United States of America
Beadell Resources Ltd,BDREF,OTC Markets,United States of America
Bandera Gold Ltd.,BDRGF,OTC Markets,United States of America
Borders & Southern Petroleum plc,BDRSF,OTC Markets,United States of America
BioDelivery Sciences Internati,BDSI,NasdaqCM,United States of America
Becton, Dickinson and Company,BDX,NYSE,United States of America
The Bombay Dyeing and Manufacturing Company Limited,BDYMF,OTC Markets,United States of America
Banco Daycoval S.A.,BDYVY,OTC Markets,United States of America
Beacon Enterprise Solutions Gr,BEAC,OTC Markets,United States of America
Beam, Inc.,BEAM,NYSE,United States of America
CardioNet, Inc.,BEAT,NasdaqGM,United States of America
B/E Aerospace Inc.,BEAV,NasdaqGS,United States of America
Bebe Stores, Inc.,BEBE,NasdaqGS,United States of America
Beacon Roofing Supply, Inc.,BECN,NasdaqGS,United States of America
Anatolia Energy Corp.,BEEHF,OTC Markets,United States of America
Beijing North Star Company Limited,BEIJF,OTC Markets,United States of America
Bel Fuse Inc.,BELFB,NasdaqGS,United States of America
Belle International Holdings Limited,BELLF,OTC Markets,United States of America
Belle International Holdings Limited,BELLY,OTC Markets,United States of America
BEO Bancorp,BEOB,OTC Markets,United States of America
Beach Energy Limited,BEPTF,OTC Markets,United States of America
Bering Exploration, Inc.,BERX,OTC BB,United States of America
Berry Plastics Group, Inc.,BERY,NYSE,United States of America
Beeston Enterprises Ltd.,BESE,OTC Markets,United States of America
Brown-Forman Corporation,BF-A,NYSE,United States of America
Brown-Forman Corporation,BF-B,NYSE,United States of America
Bright Horizons Family Solutio,BFAM,NYSE,United States of America
Brekford Corp.,BFDI,OTC BB,United States of America
BACHEM HLD NAMEN AKT,BFEHF,OTC Markets,United States of America
Ben Franklin Financial Inc.,BFFI,OTC BB,United States of America
Bullfrog Gold Corp.,BFGC,OTC BB,United States of America
Boyd Group Income Fund,BFGIF,OTC Markets,United States of America
Boyd Group Income Fund,BFGIF.PK,OTC Markets,United States of America
BankFinancial Corp.,BFIN,NasdaqGS,United States of America
BlackRock Municipal Income Tru,BFK,NYSE,United States of America
Brookfield Resources Inc.,BFLD,OTC Markets,United States of America
Biofuels Power Corporation,BFLS,OTC Markets,United States of America
BlueFire Renewables, Inc.,BFRE,OTC BB,United States of America
Saul Centers, Inc. Depositary S,BFS-PA,NYSE,United States of America
Saul Centers, Inc. Depositary S,BFS-PC,NYSE,United States of America
BlackRock California Municipal,BFZ,NYSE,United States of America
BioGaia AB,BGAIF,OTC Markets,United States of America
Bluegate Corporation,BGAT,OTC Markets,United States of America
Big Bear Mining Corp.,BGBR,OTC Markets,United States of America
General Cable Corp.,BGC,NYSE,United States of America
BGC Partners, Inc.,BGCA,NYSE,United States of America
BG Capital Asegurado FI,BGCAP,OTC Markets,United States of America
BGC Partners, Inc.,BGCP,NasdaqGS,United States of America
Blue Gem Enterprise,BGEM,OTC Markets,United States of America
Bio-Bridge Science Inc.,BGES,OTC Markets,United States of America
Big 5 Sporting Goods Corp.,BGFV,NasdaqGS,United States of America
Briggs & Stratton Corporation,BGG,NYSE,United States of America
BG Medicine, Inc.,BGMD,NasdaqGM,United States of America
B Green Innovations, Inc.,BGNN,OTC Markets,United States of America
Unity Mining Limited,BGOMF,OTC Markets,United States of America
BANGO PLC CAMBRIDGE,BGOPF,OTC Markets,United States of America
Bang & Olufsen Holding A/S,BGOUF,OTC Markets,United States of America
Brazilian Gold Corporation,BGOZF,OTC Markets,United States of America
BlackRock Energy and Resources,BGR,NYSE,United States of America
Bank of Greece Soci,BGREF,OTC Markets,United States of America
BigSky Productions, Inc.,BGSI,OTC Markets,United States of America
BankGreenville Financial Corp.,BGVF,OTC Markets,United States of America
Blackstone GSO Long Short Credi,BGX,NYSE,United States of America
Blackrock International Growth,BGY,NYSE,United States of America
Beverly Hills Bancorp Inc.,BHBC,OTC Markets,United States of America
Benchmark Electronics Inc.,BHE,NYSE,United States of America
BlackRock Core Bond Trust,BHK,NYSE,United States of America
Berkshire Hills Bancorp Inc.,BHLB,NYSE,United States of America
BH MACRO LTD,BHMDF,OTC Markets,United States of America
Bioheart, Inc.,BHRT,OTC Markets,United States of America
BlackRock Virginia Municipal B,BHV,NYSE MKT,United States of America
Bellhaven Copper & Gold Inc.,BHVCF,OTC Markets,United States of America
Blackhawk Bancorp Inc.,BHWB,OTC Markets,United States of America
BlackRock High Yield Trust,BHY,NYSE,United States of America
BioCube, Inc.,BICB,OTC Markets,United States of America
Societe BIC Soci,BICEF,OTC Markets,United States of America
Societe BIC Soci,BICEY,OTC Markets,United States of America
Sotheby's,BID,NYSE,United States of America
Baidu, Inc.,BIDU,NasdaqGS,United States of America
Premier Biomedical, Inc.,BIEI,OTC BB,United States of America
Big Lots Inc.,BIG,NYSE,United States of America
Northcore Resources Inc.,BIGRF,OTC Markets,United States of America
Biogen Idec Inc.,BIIB,NasdaqGS,United States of America
N/A,BILSU,OTC Markets,United States of America
BinckBank NV,BINCF,OTC Markets,United States of America
BIOLASE, Inc.,BIOL,NasdaqCM,United States of America
BioDrain Medical, Inc.,BIOR,OTC Markets,United States of America
SWEDISH ORPHAN BIOVI,BIOVF,OTC Markets,United States of America
Brookfield Infrastructure Part,BIP,NYSE,United States of America
Birchcliff Energy Ltd.,BIREF,OTC Markets,United States of America
Actuate Corporation,BIRT,NasdaqGS,United States of America
Bitauto Holdings Limited,BITA,NYSE,United States of America
Biotage AB,BITGF,OTC Markets,United States of America
Bitterroot Resources Ltd.,BITTF,OTC Markets,United States of America
BioExx Specialty Proteins Ltd.,BIXZF,OTC Markets,United States of America
Bizzingo, Inc.,BIZZ,OTC Markets,United States of America
Beijing Capital International Airport Company Limited,BJCHF,OTC Markets,United States of America
Beijing Capital Land Ltd.,BJCLF,OTC Markets,United States of America
Beijing Enterprises Holdings Ltd.,BJINF,OTC Markets,United States of America
Beijing Enterprises Holdings Ltd.,BJINF.PK,OTC Markets,United States of America
Beijing Enterprises Holdings Ltd.,BJINY,OTC Markets,United States of America
BJ's Restaurants, Inc.,BJRI,NasdaqGS,United States of America
Berjaya Sports Toto Berhad,BJSAF,OTC Markets,United States of America
Beijing Enterprises Water Group Limited,BJWTF,OTC Markets,United States of America
Bank of Ayudhya Public Company Limited,BKAHF,OTC Markets,United States of America
Britton & Koontz Capital Corp.,BKBK,OTC Markets,United States of America
BlackRock Kelso Capital Corpor,BKCC,NasdaqGS,United States of America
DTS8 Coffee Company, Ltd.,BKCT,OTC Markets,United States of America
Brookdale Senior Living Inc.,BKD,NYSE,United States of America
The Buckle, Inc.,BKE,NYSE,United States of America
BANGKOK EXPRESSWAY P,BKENF,OTC Markets,United States of America
Blueknight Energy Partners, L.,BKEP,NasdaqGM,United States of America
Blueknight Energy Partners, L.P.,BKEPP,NasdaqGM,United States of America
Banco Espirito Santo SA,BKESF,OTC Markets,United States of America
Bank of Communications Co., Ltd.,BKFCF,OTC Markets,United States of America
BERKELEY GROUP HOLDI,BKGFY,OTC Markets,United States of America
Black Hills Corporation,BKH,NYSE,United States of America
BANKINTER SA REG SHS,BKIMF,OTC Markets,United States of America
Bancorp Of New Jersey, Inc.,BKJ,NYSE MKT,United States of America
Bank of Yokohama Ltd.,BKJAY,OTC Markets,United States of America
BlackRock Municipal 2020 Term,BKK,NYSE,United States of America
Bangkok Bank Public Co. Ltd.,BKKPF,OTC Markets,United States of America
Berkeley Resources Ltd.,BKLRF,OTC Markets,United States of America
Barker Minerals Ltd.,BKMNF,OTC Markets,United States of America
Bank Mutual Corporation,BKMU,NasdaqGS,United States of America
BlackRock Investment Quality M,BKN,NYSE,United States of America
Bankinter, S.A.,BKNIY,OTC Markets,United States of America
Oak Ridge Financial Services,,BKOR,NasdaqCM,United States of America
Bank On It, Inc.,BKOT,OTC Markets,United States of America
BANK OF QUEENSLAND,BKQNF,OTC Markets,United States of America
Bank of Queensland Ltd.,BKQNY,OTC Markets,United States of America
Michael Baker Corporation,BKR,NYSE MKT,United States of America
Bakers Footwear Group Inc.,BKRSQ,OTC Markets,United States of America
Barnes & Noble, Inc.,BKS,NYSE,United States of America
The Bank of South Carolina Cor,BKSC,NasdaqCM,United States of America
BANK OF NOVA SCOTIA,BKSHF,OTC Markets,United States of America
BlackRock Income Trust, Inc.,BKT,NYSE,United States of America
BankUnited, Inc.,BKU,NYSE,United States of America
Blue Sky Uranium Corp.,BKUCF,OTC Markets,United States of America
Burger King Worldwide, Inc.,BKW,NYSE,United States of America
Bank of Kentucky Financial Cor,BKYF,NasdaqGS,United States of America
BIO-key International, Inc.,BKYI,OTC Markets,United States of America
Black Sea Metals, Inc.,BLAK,OTC Markets,United States of America
BOLDFACE Group, Inc.,BLBK,OTC BB,United States of America
Belo Corp.,BLC,NYSE,United States of America
Belo Corp.,BLCBB,OTC Markets,United States of America
Ballard Power Systems Inc.,BLDP,NasdaqGM,United States of America
Builders FirstSource, Inc.,BLDR,NasdaqGS,United States of America
BioLife Solutions, Inc.,BLFS,OTC Markets,United States of America
BlastGard International Inc.,BLGA,OTC Markets,United States of America
Bear Lake Gold Ltd.,BLGFF,OTC Markets,United States of America
BioLargo, Inc.,BLGO,OTC Markets,United States of America
Boart Longyear Limited,BLGPY,OTC Markets,United States of America
BILLING SERVICES GRO,BLGUF,OTC Markets,United States of America
BlackRock New York Municipal 2,BLH,NYSE,United States of America
BlackRock New Jersey Municipal,BLJ,NYSE MKT,United States of America
BlackRock, Inc.,BLK,NYSE,United States of America
Blackbaud Inc.,BLKB,NasdaqGS,United States of America
Belk Inc.,BLKIB,OTC BB,United States of America
BlackPearl Resources Inc.,BLKPF,OTC Markets,United States of America
Ball Corporation,BLL,NYSE,United States of America
Billabong International Limited,BLLAF,OTC Markets,United States of America
Billabong International Limited,BLLAY,OTC Markets,United States of America
Bally Total Fitness Holding Corporation,BLLY,OTC Markets,United States of America
Bally Total Fitness Holding Corp.,BLLYW,OTC Markets,United States of America
Biloxi Marsh Lands Corporation,BLMC,OTC Markets,United States of America
Bloomin' Brands, Inc.,BLMN,NasdaqGS,United States of America
BSB Bancorp, Inc. (Maryland),BLMT,NasdaqCM,United States of America
Blue Note Mining Inc.,BLNMF,OTC Markets,United States of America
Balqon Corporation,BLQN,OTC Markets,United States of America
Blue Ridge Real Estate Co.,BLRGZ,OTC Markets,United States of America
BlueScope Steel Limited,BLSFF,OTC Markets,United States of America
BlueScope Steel Limited,BLSFY,OTC Markets,United States of America
Boulder Steel Ltd.,BLSTF,OTC Markets,United States of America
Boulder Steel Ltd.,BLSTY,OTC Markets,United States of America
Baltia Air Lines Inc.,BLTA,OTC BB,United States of America
BELLUS Health Inc.,BLUSF,OTC Markets,United States of America
Belvedere Resources Ltd.,BLVDF,OTC Markets,United States of America
BlackRock Limited Duration Inc,BLW,NYSE,United States of America
Emblaze Ltd.,BLZSF,OTC Markets,United States of America
Banco Macro S.A.,BMA,NYSE,United States of America
BBMG CORP,BMBGF,OTC Markets,United States of America
Brambles Limited,BMBLF,OTC Markets,United States of America
Brambles Limited,BMBLY,OTC Markets,United States of America
BMB Munai, Inc.,BMBM,OTC Markets,United States of America
Benchmark Bankshares Inc.,BMBN,OTC Markets,United States of America
Bombril S.A.,BMBPY,OTC Markets,United States of America
BMC Software Inc.,BMC,NasdaqGS,United States of America
BMO SHORT CORPORATE,BMCBF,OTC Markets,United States of America
Bright Mountain Holdings, Inc.,BMHI,OTC BB,United States of America
Bionomics Ltd.,BMICY,OTC Markets,United States of America
Brazil Minerals, Inc.,BMIX,OTC BB,United States of America
Birks & Mayors Inc.,BMJ,NYSE MKT,United States of America
Bank of America Corporation Ban,BML-PH,NYSE,United States of America
Bank of America Corporation Ban,BML-PJ,NYSE,United States of America
Kbridge Energy Corp.,BMMCF,OTC Markets,United States of America
Bimini Capital Management, Inc,BMNM,OTC Markets,United States of America
Bank of Montreal,BMO,NYSE,United States of America
Biomoda Inc.,BMOD,OTC Markets,United States of America
BioMed Realty Trust Inc.,BMR,NYSE,United States of America
Biomerica Inc.,BMRA,OTC BB,United States of America
Bank of Marin Bancorp,BMRC,NasdaqCM,United States of America
Benchmark Energy Corporation,BMRK,OTC Markets,United States of America
Societe des Bains de Mer et du Cercle des Etrangers a Monaco,BMRMF,OTC Markets,United States of America
BioMarin Pharmaceutical Inc.,BMRN,NasdaqGS,United States of America
Bio-Matrix Scientific Group, I,BMSN,OTC Markets,United States of America
Business Marketing Services In,BMSV,OTC Markets,United States of America
Bryn Mawr Bank Corp.,BMTC,NasdaqGS,United States of America
Brookmount Explorations Inc.,BMXI,OTC Markets,United States of America
Bristol-Myers Squibb Company,BMY,NYSE,United States of America
BRISTOL MYER SQUI PF,BMYMP,OTC Markets,United States of America
BullsnBears.com, Inc.,BNBI,OTC Markets,United States of America
Big North Graphite Corp.,BNCIF,OTC Markets,United States of America
Beneficial Mutual Bancorp Inc.,BNCL,NasdaqGS,United States of America
BNC Bancorp,BNCN,NasdaqCM,United States of America
Banco de Sabadell, S.A.,BNDSF,OTC Markets,United States of America
Banco de Sabadell, S.A.,BNDSY,OTC Markets,United States of America
Bonterra Energy Corp,BNEFF,OTC Markets,United States of America
Bion Environmental Technologie,BNET,OTC BB,United States of America
BNC Financial Group, Inc.,BNFI,OTC BB,United States of America
BILLINGTON HLGDS ORD,BNGHF,OTC Markets,United States of America
Bengal Energy Ltd,BNGLF,OTC Markets,United States of America
Bongrain SA,BNGRF,OTC Markets,United States of America
Bioniche Life Sciences Inc.,BNHLF,OTC Markets,United States of America
Benitec Biopharma Limited,BNIKF,OTC Markets,United States of America
BlackRock New Jersey Municipal,BNJ,NYSE,United States of America
BNK Petroleum Inc.,BNKPF,OTC Markets,United States of America
Bond Laboratories, Inc.,BNLB,OTC Markets,United States of America
Bank of Napa NA,BNNP,OTC BB,United States of America
Annie's, Inc.,BNNY,NYSE,United States of America
Banpu Public Company Limited,BNPJF,OTC Markets,United States of America
Benton Capital Corp.,BNRJF,OTC Markets,United States of America
Bionor Pharma ASA,BNRPF,OTC Markets,United States of America
Bonso Electronics Internationa,BNSO,NasdaqCM,United States of America
Benton Resources Inc.,BNTRF,OTC Markets,United States of America
Bionovo, Inc.,BNVIQ,OTC Markets,United States of America
Brinx Resources Ltd.,BNXR,OTC Markets,United States of America
BlackRock New York Municipal I,BNY,NYSE,United States of America
Boral Limited,BOALF,OTC Markets,United States of America
Boral Limited,BOALY,OTC Markets,United States of America
Boart Longyear Limited,BOARF,OTC Markets,United States of America
Bob Evans Farms, Inc.,BOBE,NasdaqGS,United States of America
Brazil Fast Food Corp.,BOBS,OTC Markets,United States of America
Bank of Commerce Holdings,BOCH,NasdaqGM,United States of America
Bougainville Copper Ltd.,BOCOF,OTC Markets,United States of America
Body Central Corp.,BODY,NasdaqGS,United States of America
BlackRock Global Opportunities,BOE,NYSE,United States of America
BofI Holding, Inc.,BOFI,NasdaqGS,United States of America
